1972,'M',1
1925,'V',0
1955,'D',0
1985,'C',0
1961,'M',4
1944,'M',0
1985,'C',2
1946,'M',0
1940,'M',0
1945,'M',0
1951,'V',1
1982,'D',2
1983,'C',0
1921,'V',0
1982,'C',0
1976,'M',2
1965,'D',0
1969,'O',0
1979,'C',0
1947,'M',0
1977,'M',2
1921,'V',0
1974,'D',1
1965,'M',2
1947,'M',0
1949,'V',0
1963,'M',3
1947,'M',0
1981,'C',0
1985,'C',0
1961,'M',0
1965,'C',1
1952,'M',1
1941,'D',0
1975,'O',2
1946,'C',0
1973,'M',2
1928,'D',0
1933,'M',0
1937,'M',0
1955,'D',0
1979,'C',0
1965,'M',0
1970,'M',0
1947,'C',0
1985,'M',1
1955,'D',0
1979,'C',2
1980,'C',0
1928,'V',0
1963,'M',3
1955,'M',0
1965,'D',0
1968,'C',2
1976,'M',6
1981,'O',2
1959,'M',3
1974,'M',2
1983,'C',0
1976,'M',1
1979,'O',1
1979,'C',0
1923,'V',0
1983,'M',3
1948,'M',0
1921,'V',0
1964,'M',0
1959,'M',2
1970,'D',0
1935,'D',0
1937,'V',0
1972,'O',2
1960,'D',0
1947,'C',0
1956,'C',0
1962,'M',4
1935,'M',0
1956,'M',3
1984,'M',1
1952,'D',0
1986,'C',0
1974,'C',1
1981,'M',1
1974,'O',0
2022800000580554, 1994, 97400, NULL, 0, 0, NULL, NULL, NULL);
1973,'M',0
1945,'M',0
1967,'M',2
1972,'C',1
1980,'M',2
1950,'M',3
1985,'M',0
1969,'M',1
1936,'M',0
1960,'M',2
1979,'D',0
1963,'C',0
1967,'D',0
1971,'M',3
1963,'M',0
1972,'C',0
1972,'O',1
1981,'D',0
1952,'M',0
1985,'C',0
1972,'M',2
1941,'M',0
600000007338269, 1986, 97460, NULL, 0, 0, NULL, NULL, NULL);
1940,'M',0
1959,'C',0
1965,'M',4
1976,'C',0
1979,'M',1
1974,'M',3
1964,'M',1
1977,'C',0
1979,'C',0
1935,'M',0
1975,'C',1
1969,'C',0
1975,'O',2
1980,'C',1
1948,'C',0
1952,'M',0
1986,'C',0
1967,'M',2
1963,'D',1
1962,'M',0
1979,'M',1
1979,'C',1
1951,'M',0
1969,'C',0
1971,'M',3
1929,'D',0
1931,'M',0
1962,'C',0
1950,'D',0
1994,'C',0
1944,'M',1
1969,'C',0
1974,'C',1
1966,'M',0
1948,'V',0
1935,'M',0
1964,'C',0
1961,'M',1
1985,'C',1
1940,'M',0
1958,'M',0
1945,'M',0
1980,'C',0
1958,'M',0
1950,'C',0
1958,'M',4
1942,'D',0
1983,'C',0
1946,'D',0
1959,'M',5
1963,'M',2
1963,'C',1
1977,'C',2
1950,'M',1
1969,'M',3
1938,'D',0
1964,'M',0
1979,'O',1
1985,'C',0
1961,'M',2
1966,'C',0
1969,'M',2
1963,'M',2
1973,'M',2
1970,'M',2
1947,'M',0
1966,'M',1
1978,'C',0
1929,'V',0
1937,'M',0
1986,'C',0
1979,'C',0
1919,'V',0
1943,'D',0
1964,'M',1
1940,'M',1
1962,'M',1
1923,'V',0
1971,'O',0
1952,'D',0
1970,'M',1
1984,'C',0
1970,'C',0
1972,'C',0
1981,'O',0
1980,'C',0
1981,'C',0
1982,'C',0
1985,'M',0
1976,'C',0
1974,'C',2
1964,'M',0
1972,'M',3
1979,'C',0
1982,'M',1
1952,'M',0
1953,'C',0
1969,'M',0
1969,'M',2
1975,'M',1
1947,'D',0
1984,'C',0
1942,'M',0
1972,'C',1
1983,'C',0
1972,'D',0
1981,'C',0
1983,'C',1
1985,'M',1
1980,'C',0
1961,'V',0
1979,'O',0
1929,'M',0
1930,'D',0
1942,'C',0
1970,'C',0
1968,'M',1
1951,'M',1
1959,'M',2
1982,'M',1
1952,'M',0
1971,'M',2
1981,'O',0
1943,'M',0
1979,'M',2
1973,'M',3
1948,'M',0
1954,'D',1
1961,'O',0
1976,'C',4
1978,'C',0
1967,'M',1
1979,'C',0
1961,'M',2
1977,'M',0
1966,'M',2
1979,'C',0
1942,'C',0
1941,'M',0
1976,'M',1
1943,'D',0
1978,'C',0
3300000008940783, 1989, 33450, NULL, 0, 0, NULL, NULL, NULL);
1940,'C',0
1983,'M',1
1975,'O',2
1959,'D',0
1973,'C',0
1948,'M',1
1945,'M',0
1972,'C',3
1973,'O',2
1956,'M',0
1947,'M',0
1962,'D',1
1977,'C',0
1971,'C',0
1984,'M',1
1979,'C',0
1972,'M',2
1948,'M',1
1964,'O',0
1971,'C',1
1991,'C',0
1947,'C',0
1973,'C',0
1974,'O',1
1967,'M',0
1981,'C',0
1936,'M',0
1965,'M',1
1971,'C',0
1925,'M',0
1933,'M',0
1928,'M',0
1952,'M',0
1936,'V',0
1972,'M',1
1949,'M',0
1978,'M',1
1982,'C',0
1941,'M',0
1958,'C',0
1967,'D',1
1971,'D',3
1971,'M',3
1982,'C',0
1979,'C',0
1933,'M',0
1977,'O',0
1949,'M',0
1953,'M',0
1986,'C',0
1975,'C',0
1978,'M',1
1965,'M',2
1951,'D',0
1977,'C',0
1977,'M',2
1921,'M',0
1971,'C',1
1972,'C',0
1967,'M',3
1980,'C',0
1969,'V',2
1966,'D',0
1966,'M',2
1967,'M',1
1947,'V',0
1969,'M',2
1982,'O',0
1971,'M',2
1940,'M',0
1944,'M',0
1964,'M',3
1970,'D',0
1960,'M',2
1960,'D',3
1982,'C',0
1981,'M',2
1982,'C',0
1983,'O',1
1983,'C',0
1978,'C',1
1978,'C',0
1946,'M',0
1976,'M',2
1956,'D',0
1956,'M',0
1955,'M',1
1973,'C',0
1965,'M',2
1962,'M',0
1946,'M',0
1924,'M',0
1973,'O',3
1961,'D',2
1986,'C',0
1947,'M',0
1986,'C',0
1980,'M',1
1936,'M',4
1953,'M',1
1986,'C',0
1945,'M',0
1926,'D',0
1970,'M',3
1986,'C',0
1981,'O',1
1989,'C',0
1983,'C',0
1990,'C',0
1930,'M',0
1950,'M',1
1969,'M',2
1979,'O',1
1963,'D',1
1984,'C',0
1941,'M',0
1980,'C',0
1987,'C',0
1969,'M',2
1972,'O',2
1978,'C',1
1938,'C',0
1947,'M',0
1977,'O',2
1981,'D',0
1982,'C',0
1978,'C',0
1950,'D',0
1979,'M',1
1943,'M',0
1936,'M',0
1943,'M',0
1974,'C',0
1950,'C',0
1978,'M',1
1963,'C',0
1972,'C',1
1959,'O',0
1975,'C',1
1981,'O',0
1968,'C',1
1979,'M',3
1971,'D',0
1969,'M',0
1978,'D',1
1980,'M',2
1974,'C',0
1961,'D',0
1971,'D',0
1921,'M',0
1968,'D',0
1981,'O',1
1975,'M',2
1981,'C',0
1956,'M',1
1957,'D',0
1956,'C',0
1974,'C',2
1975,'C',1
1985,'C',0
1953,'M',2
1971,'O',2
1983,'C',0
1971,'M',2
1981,'D',0
1977,'D',0
1950,'C',0
1973,'C',3
1940,'M',0
1940,'D',0
1942,'M',0
1970,'V',2
1978,'O',1
1943,'M',0
1968,'O',0
1955,'C',1
1947,'D',0
1928,'V',0
1954,'M',0
1974,'M',2
1980,'M',1
1978,'C',0
1987,'C',0
1978,'M',3
1943,'M',0
1937,'M',0
1920,'V',0
1984,'D',1
1984,'C',0
1984,'C',0
1971,'M',2
1974,'O',1
1983,'C',0
1965,'C',1
1967,'M',2
1950,'M',2
1986,'C',0
1975,'D',0
1918,'V',0
1955,'M',2
1970,'C',1
1965,'D',0
1934,'M',0
1945,'M',1
1952,'M',0
1976,'C',0
1982,'C',0
1970,'D',0
1968,'C',1
1972,'M',3
1953,'D',1
1951,'C',0
1976,'C',0
1974,'C',0
1971,'C',0
1941,'M',1
1966,'O',0
1974,'M',2
1973,'M',2
1975,'C',1
1937,'M',0
1946,'D',0
1959,'M',3
1960,'D',0
1979,'O',1
1957,'M',1
1937,'C',0
1964,'C',0
1942,'M',0
1972,'C',0
1985,'C',0
1946,'M',0
1963,'D',0
1947,'M',0
1972,'M',2
1934,'M',0
1930,'M',0
1943,'V',0
1976,'M',2
1954,'D',0
1931,'V',0
1916,'V',0
1974,'O',3
1975,'M',3
1986,'C',0
1967,'C',0
1979,'C',0
1974,'M',1
1983,'M',0
1927,'V',0
1949,'D',0
1977,'M',0
1967,'C',0
1976,'M',3
1955,'C',0
1961,'D',2
1972,'C',0
1969,'M',0
1973,'D',2
1937,'V',0
1924,'V',0
1979,'C',0
1973,'O',0
1980,'C',0
1970,'M',2
1980,'C',0
1984,'O',1
1980,'M',2
1968,'M',2
1961,'D',0
1944,'M',0
1969,'M',1
1975,'C',0
1967,'M',2
1942,'D',0
1953,'M',1
1930,'M',0
1985,'C',0
1936,'V',0
1977,'D',0
1978,'O',0
1941,'M',0
1976,'V',1
1969,'D',0
1974,'M',1
1973,'O',1
1981,'O',0
1975,'M',2
1972,'C',1
1970,'O',0
1977,'C',0
1938,'C',0
1972,'M',2
1978,'M',1
1951,'O',0
1968,'C',0
1948,'M',0
1944,'M',0
1975,'C',0
1981,'D',0
1974,'D',1
1976,'M',3
1942,'M',0
1958,'M',0
1977,'C',0
1952,'M',0
1933,'M',0
1964,'O',1
1979,'O',0
1928,'D',0
1975,'M',0
1964,'M',2
1966,'C',0
1948,'M',0
1967,'D',1
1937,'M',0
1939,'D',0
3302800003274353, 1990, 33850, NULL, 0, 0, NULL, NULL, NULL);
1948,'M',0
1967,'D',0
1972,'C',0
1962,'M',0
1981,'M',2
1973,'O',2
1974,'C',0
1962,'D',0
1972,'C',1
1989,'C',0
1940,'M',0
1965,'C',0
1968,'D',3
1984,'M',1
1923,'V',0
1979,'M',0
1922,'V',0
1977,'O',0
1959,'M',1
1976,'C',0
1949,'M',0
1975,'C',0
1957,'C',0
1933,'M',0
1980,'D',0
1969,'M',4
1967,'M',0
1965,'V',3
1962,'D',0
1951,'M',1
1958,'M',2
1935,'V',0
1976,'C',0
1952,'M',0
1964,'M',0
1948,'D',0
1966,'M',2
1940,'D',0
1943,'M',0
1925,'M',0
1984,'O',1
1940,'D',0
1917,'V',0
1984,'M',2
1952,'M',0
1981,'D',0
1978,'O',2
1935,'V',0
1937,'M',0
1940,'M',0
1984,'C',0
1974,'D',2
1969,'M',3
1930,'D',0
1959,'M',2
1973,'C',0
1982,'C',0
1923,'V',0
1963,'M',1
1984,'C',1
1942,'M',0
1955,'D',0
1977,'O',1
1945,'M',0
1966,'M',2
1980,'C',0
2022800000668159, 1990, 78000, NULL, 0, 0, NULL, NULL, NULL);
1972,'M',4
1965,'C',0
1976,'C',0
1965,'M',1
1966,'C',2
1968,'M',3
1970,'M',2
1961,'M',0
1977,'D',3
1981,'O',2
1928,'M',0
1930,'V',0
1982,'O',1
1981,'M',2
1938,'V',0
1936,'V',0
1927,'D',0
1945,'D',0
1972,'C',0
1985,'C',3
1932,'D',0
1968,'C',0
1981,'O',0
1937,'V',0
1948,'M',0
1951,'M',2
1979,'O',1
1974,'C',1
1974,'O',0
1949,'C',0
1970,'C',0
1955,'M',0
1989,'C',0
1949,'M',0
1942,'M',0
1987,'M',0
1956,'C',0
1952,'M',0
1937,'M',0
1968,'D',0
1950,'M',0
1968,'O',0
1973,'M',2
1982,'C',2
1962,'M',3
1977,'C',0
1988,'C',0
1969,'C',0
1973,'M',3
1983,'C',0
1956,'M',0
1981,'D',0
1979,'C',0
1952,'M',0
1955,'M',1
1969,'C',0
1931,'D',0
1978,'M',1
1929,'M',0
1976,'C',0
1984,'C',0
1959,'O',0
2022800000648356, 1990, 33290, NULL, 0, 0, NULL, NULL, NULL);
1976,'C',0
1936,'M',0
1977,'M',1
1951,'M',0
1955,'M',0
1976,'M',2
1962,'C',0
1946,'C',0
1981,'C',0
1961,'D',1
1967,'M',1
1975,'M',2
1977,'C',0
1954,'M',0
1959,'V',0
1977,'C',0
1978,'C',1
1955,'M',0
1981,'C',1
1943,'M',0
1928,'M',0
1976,'O',2
1983,'D',1
1973,'C',1
1923,'V',0
1980,'C',0
1973,'M',0
1959,'C',0
1975,'M',0
1978,'C',0
1982,'C',0
1981,'C',2
1986,'C',0
1960,'D',0
1974,'C',0
1969,'M',0
1942,'M',0
1966,'C',0
1978,'C',0
1986,'C',0
1931,'V',0
1979,'M',2
1979,'C',1
1949,'D',0
1952,'M',0
1982,'D',0
1929,'C',0
1972,'M',4
1972,'C',0
1976,'M',2
1945,'M',0
1973,'C',0
1979,'M',3
1983,'C',0
1950,'C',0
1918,'V',0
1958,'M',1
1970,'M',2
1982,'C',0
1932,'M',0
1974,'M',2
1976,'O',2
1964,'D',0
1941,'M',0
1977,'C',1
1972,'D',1
1940,'M',0
1973,'M',2
1983,'M',1
1929,'M',0
1949,'D',0
1981,'C',0
1944,'M',1
1981,'C',0
1945,'M',0
1987,'C',0
1975,'M',1
1970,'D',1
1958,'M',1
1958,'D',2
1981,'C',1
1933,'M',0
1966,'D',2
1957,'D',0
1966,'M',5
1985,'M',2
1976,'C',0
1983,'O',0
1922,'V',0
1972,'C',0
1975,'O',2
1973,'C',1
1958,'C',0
1951,'M',0
1955,'C',0
1955,'M',0
1982,'M',2
1939,'M',0
1954,'D',0
1978,'M',2
1985,'O',0
1945,'M',0
1957,'M',2
1977,'O',2
1985,'O',0
1979,'C',0
1948,'M',0
1968,'C',1
1963,'C',0
1941,'M',0
1980,'M',0
1963,'M',1
1965,'C',0
1957,'M',0
1968,'C',0
1956,'M',6
1985,'C',0
1968,'C',0
1973,'O',3
1949,'D',0
1956,'C',0
1980,'M',1
1957,'D',0
1984,'C',0
1970,'M',1
1991,'C',0
1922,'V',0
1969,'M',2
1981,'C',0
1950,'D',0
1975,'M',1
1950,'D',0
1935,'D',0
1966,'C',0
1972,'C',0
1973,'O',1
1976,'M',3
1934,'M',0
1965,'M',1
1971,'D',2
1965,'O',1
1927,'D',0
1957,'C',0
1984,'C',0
1983,'C',3
1984,'M',2
1959,'D',0
1965,'D',2
1975,'C',2
1929,'V',0
1971,'M',2
1964,'M',2
600000007308365, 1987, 78100, NULL, 0, 0, NULL, NULL, NULL);
1927,'M',0
1944,'M',0
1981,'C',0
1988,'C',0
1949,'D',0
1936,'O',0
1972,'D',0
1972,'C',0
1957,'M',2
1985,'C',0
1972,'M',2
1956,'M',0
1971,'C',4
1970,'C',0
1963,'M',1
1965,'M',3
1981,'C',1
1971,'C',0
1962,'M',2
1978,'C',1
1951,'D',0
1976,'D',0
1931,'V',0
1935,'V',0
1938,'M',0
1930,'V',0
1961,'D',0
1977,'M',1
1964,'O',2
1972,'M',1
1982,'C',0
1951,'D',0
1974,'M',0
1975,'O',3
1986,'C',1
1959,'D',0
1976,'M',2
1985,'C',0
1923,'V',0
1972,'C',1
1943,'D',0
1926,'D',0
1956,'M',0
1981,'C',0
1982,'M',1
1977,'C',0
1963,'D',0
1972,'C',0
1927,'V',0
1947,'M',0
1954,'M',0
1963,'C',0
1928,'M',0
1976,'C',0
1975,'M',2
1970,'C',0
1974,'C',0
1972,'C',9
1981,'C',0
1962,'M',0
1979,'M',2
1982,'O',0
1982,'C',1
1978,'C',0
1963,'M',1
1972,'M',2
1945,'M',0
1972,'O',0
1983,'D',0
1969,'M',3
1984,'C',1
1965,'C',0
1971,'O',0
1961,'M',0
1957,'M',0
1964,'M',2
1962,'M',4
1982,'O',0
1972,'O',1
1964,'M',2
1975,'M',4
1942,'D',0
1943,'M',0
1932,'M',0
1948,'D',0
1968,'C',0
1986,'C',0
1981,'C',1
1980,'M',2
1977,'M',0
1957,'M',0
1984,'C',0
1954,'M',0
1970,'M',3
1969,'M',2
1986,'C',0
1955,'M',0
1968,'M',2
1966,'M',1
1968,'M',0
1958,'C',0
1975,'M',2
1973,'C',0
1963,'M',4
1980,'O',1
1965,'M',0
1965,'C',1
1972,'C',0
1978,'C',0
1984,'C',0
1947,'M',0
1981,'O',0
1942,'M',0
1970,'M',0
1978,'C',5
3300000009092852, 1988, 33220, NULL, 0, 0, NULL, NULL, NULL);
1972,'D',2
1977,'M',2
1939,'M',0
1936,'M',0
1976,'C',1
1969,'M',1
1980,'C',0
1971,'C',1
1966,'D',2
1949,'D',0
1984,'M',2
1918,'C',0
1927,'V',0
1933,'V',0
1969,'M',2
1977,'C',0
1977,'C',0
1964,'C',0
1981,'C',2
1925,'M',0
1982,'C',0
1956,'C',0
1936,'M',0
1969,'M',2
1980,'C',0
1966,'M',2
1973,'O',1
1981,'C',0
1985,'C',0
1971,'C',0
1979,'M',1
1928,'M',0
1942,'M',0
1962,'C',1
1972,'C',2
1937,'D',0
1974,'C',0
1984,'O',0
1938,'M',0
1971,'M',2
1960,'O',0
1988,'C',0
1971,'M',2
1940,'O',0
1972,'M',1
1986,'C',0
1979,'C',1
1949,'M',0
1965,'M',2
1972,'D',1
1977,'C',0
1935,'V',0
1953,'M',2
1951,'D',0
1954,'M',0
1988,'C',0
1963,'D',2
1965,'D',2
1971,'M',0
1956,'M',1
1973,'D',2
1949,'M',0
1954,'D',0
1969,'C',0
1957,'D',0
1932,'M',0
1964,'M',0
1973,'C',0
1977,'C',4
1930,'M',0
1964,'M',4
1977,'C',0
1979,'M',2
1980,'M',1
1956,'D',0
1967,'M',2
1950,'M',0
1966,'C',2
1963,'C',0
1972,'O',0
1985,'C',0
1931,'V',0
1974,'C',2
1982,'O',1
1963,'M',2
1967,'C',0
1985,'C',0
1972,'C',1
1971,'M',3
1949,'M',2
1961,'M',0
1950,'C',0
1924,'M',0
1982,'C',0
1951,'M',0
1988,'C',0
1948,'M',0
1984,'O',0
1922,'M',0
1979,'C',0
1983,'M',2
1973,'C',1
1968,'M',2
1965,'M',2
1951,'D',0
1973,'C',1
1986,'C',0
1963,'V',2
1949,'M',0
1971,'C',2
1979,'C',0
1980,'C',0
1948,'M',0
1984,'M',0
1973,'M',2
1945,'D',0
1980,'C',0
1960,'C',0
1983,'M',0
1938,'D',0
1968,'M',2
1940,'M',0
1948,'C',0
1966,'D',1
1970,'M',2
1983,'C',0
1947,'D',0
1955,'M',2
1937,'M',0
1957,'D',0
1981,'C',0
1982,'C',0
1981,'M',1
1973,'M',0
1947,'D',0
1968,'C',1
1949,'M',0
1980,'C',0
1955,'D',0
1958,'M',3
1962,'M',2
1948,'M',0
1983,'D',0
1953,'M',3
1981,'C',0
1967,'C',0
1924,'V',0
1938,'M',0
1983,'M',0
1958,'M',3
1963,'D',0
1948,'D',0
1970,'M',2
1931,'C',0
1981,'C',0
1960,'M',0
1959,'C',0
1977,'C',0
1943,'M',0
1978,'M',3
1975,'M',2
1947,'M',3
1980,'M',2
1959,'D',0
1965,'M',3
1973,'O',2
